system_name,x,y,z,population,stations_name,stations_type,stations_distance_to_star,Stations_controlling_minor_faction_id
Gatorma,-80.5,-92.90625,64.8125,264449256,Porco Dock,Orbis Starport,552,8894
Grid,-163.1875,-24.5,-85.5625,2284,Treshchov Port,Civilian Outpost,161,53926
Gliese 9090,52.875,-193.1875,-70.59375,5972,Brand Hub,Industrial Outpost,20,31611
Estanatlehi,169.0625,-167.84375,96.65625,3781,Quimper Ring,Coriolis Starport,603,2803
Canto,138.375,-89.34375,99,2358,Babbage Horizons,Commercial Outpost,549,44677
Hardovit,137.65625,-177.96875,6,2546,Banach Orbital,Coriolis Starport,60,39456
Kraz,99.1875,91.8125,54.25,16950,Cori Terminal,Coriolis Starport,459,11982
Harpakhe,119.84375,14.1875,-91.40625,7269,Aldrin Colony,Commercial Outpost,10895,40682
HIP 106006,-52.9375,-107.90625,97.09375,17515,Carver Survey,Mining Outpost,414,23705
Wirao,33.1875,144.28125,-27.78125,1215,Wilson Orbital,Ocellus Starport,4117,68614
Celtibia,95.46875,-64.71875,51.78125,2202,Lalande Port,Mining Outpost,565,40506
Kongwa,88.71875,68.46875,9.90625,3748462,Pribylov City,Coriolis Starport,19,9930
HIP 104759,-120.0625,-63.625,63.9375,1666340,Goeschke Colony,Civilian Outpost,2068,7413
Idu mishmi,59.84375,-198.6875,62.96875,2478,Purbach Orbital,Civilian Outpost,1887,35869
Chac Cimil,60.875,34.875,86.3125,1377,Herrington Station,Civilian Outpost,396,22883
Casmatyas,69.78125,-56.8125,101.5625,57241,Franklin Terminal,Coriolis Starport,13,3143
Chicoba,-80.78125,-12.125,161.4375,2876,Galvani Station,Industrial Outpost,492,72789
HIP 23100,-39.375,-3.15625,-154.15625,40225,McDermott Ring,Orbis Starport,1161,35124
Kaukhabarri,-79.96875,33.71875,-127.5,3615,Crossfield Mines,Mining Outpost,1077,55961
Guguynich,3.1875,-154.125,43.15625,3573,Cousin Hub,Civilian Outpost,401,20403
Mill,122.75,-34.90625,24.59375,2181,Plucker Settlement,Industrial Outpost,1916,5766
HIP 101268,-144.28125,-8.6875,39.21875,23063,Stephenson Port,Orbis Starport,50,75201
Fongo,118.625,-79.03125,-23.4375,2455,Swanson Horizons,Coriolis Starport,2485,2139
San Ti,-103.1875,-107.21875,4.625,12733,Shukor Gateway,Civilian Outpost,534,23736
Rho Octantis,157.875,-85.4375,119.59375,3111,Alas Station,Orbis Starport,152928,17345
Marijemala,-138.96875,67.84375,2.65625,1360,Pawelczyk Orbital,Civilian Outpost,3661,23293
Col 285 Sector SJ-G c11-17,119.1875,54.03125,120.5625,260952,Dobzhansky Base,Planetary Settlement,158091,12056
Col 285 Sector SJ-G c11-17,119.1875,54.03125,120.5625,260952,Dobzhansky Base,Planetary Settlement,158091,12056
Chuuku,135.25,-172.75,100.5,2138,Inoda Gateway,Orbis Starport,266,67588
Brulenjan,22.0625,70.09375,81.65625,324912,Fraser Orbital,Coriolis Starport,21,49278
Guruku Yi,-76.5,-79.46875,-38.0625,13888,Fort Lee,Coriolis Starport,188,3041
Mileke,-124.71875,-83.4375,97.21875,5577,Ashby Platform,Industrial Outpost,206,1757
Sumeru,-136.1875,-40.5,28.875,15378,Precourt Enterprise,Industrial Outpost,614,23375
Lu Tiegari,98.40625,-199.0625,-51.5,2392,Herschel Mines,Mining Outpost,463,28118
Himanezgana,16.28125,-31.53125,-137.625,1675,Bracewell Vision,Civilian Outpost,1726,33269
HIP 1187,-11,-248.84375,31.75,4839,McCulley Hub,Coriolis Starport,2709,18057
Briganu,88.71875,-31.03125,16.53125,1543,Dalgarno Ring,Coriolis Starport,108,31073
Gluscabi,20.65625,-235.78125,-15.5625,4516,Bolger Gateway,Orbis Starport,18095,14512
Guei Goab,31.90625,-9.40625,174.78125,1317,Encke City,Coriolis Starport,27,4318
Guari,-36,-24.46875,-136.28125,16350,Dietz Hub,Commercial Outpost,50475,6176
Lie Zhonpon,79.96875,174.28125,42.34375,3570,Gwynn Plant,Industrial Outpost,12,75267
BU 741,20.5,-64.21875,-28.75,60000,Hooke City,Industrial Outpost,727,28452
Samebito,62.84375,-62.71875,29.875,66058,Schouten Dock,Industrial Outpost,704,7704
Decht,20.125,-7.96875,156.90625,1849614,Curie Refinery,Civilian Outpost,80,18434
Wolf 1549,-83.6875,-148.03125,90.3125,143740,Holub Base,Industrial Outpost,1109,9679
Yokudi,-23.59375,8.96875,111.8125,20902,Hume Orbital,Coriolis Starport,2364,75229
Gunavidji,57.4375,106.25,-10.46875,13329,Atkov Station,Commercial Outpost,1199,48917
Cab,99.65625,-216.03125,-38,2289563,Naylor Dock,Coriolis Starport,6612,56614
Tawetes,20.59375,61.5625,-83.15625,27924,Garn Hub,Civilian Outpost,80,69011
Ross 725,-72.21875,-26.1875,141.46875,2036,Alas Orbital,Coriolis Starport,287,43247
Ngandinique,94.03125,-151.6875,-62.03125,2471,Resnik Landing,Mining Outpost,25,61913
Gwion,145.34375,-32.5625,45.375,1478,He Port,Orbis Starport,496,49631
Tharamamor,-40.53125,-64.5625,99.71875,1931,Artsutanov Orbital,Commercial Outpost,43096,69090
Gendi,152.46875,-177.9375,80.15625,2850,Lyne Dock,Orbis Starport,132,7263
Chelini,-86.34375,133.875,-13.90625,1597,Henry Port,Coriolis Starport,141,35980
Clota,-17.9375,-147.21875,-18.09375,153434,McCaffrey Terminal,Industrial Outpost,542,50589
Detris,67.71875,-57.40625,-8.59375,49708,Hendel Refinery,Civilian Outpost,1028,53307
Gandigi,-19.65625,12,144.59375,1678096,Acaba Dock,Orbis Starport,697,33187
HIP 104318,-94.3125,-55,59.59375,320222049,Thorne Silo,Planetary Outpost,1010,49076
Fugeniez,4.21875,60.125,-67.96875,2286,Molchanov Terminal,Scientific Outpost,457,11441
Li Pa Pai,124.6875,60.8125,40.03125,2269,Hatanaka Prospect,Industrial Outpost,3561,19766
Draguti,42.40625,-174.375,154.28125,2490,Laing Ring,Scientific Outpost,1251,2703
Chanab,23,-64.5,152.34375,877001,Bresnik Terminal,Orbis Starport,11675,54134
HIP 13977,-27.125,-121.34375,-134.0625,14091,Brand Enterprise,Civilian Outpost,327,2594
HIP 23157,156.71875,-117.90625,1.5625,12654674,Patry Orbital,Civilian Outpost,474,35125
Col 285 Sector PU-E c12-20,-93.0625,58.0625,145.5625,97492,Steiner Terminal,Industrial Outpost,32564,48321
HIP 32435,145.625,-83.84375,71.75,2270,Borlaug Hub,Industrial Outpost,37602,22049
Eborai,7.25,-32.40625,116.5625,1552,Durrance Dock,Coriolis Starport,2944,21072
Taso Wuhte,96.71875,-112.28125,-19.65625,48584,Anderson Prospect,Industrial Outpost,336,50815
Carnatla,43.8125,165.0625,43.96875,4119,Mondeh Base,Industrial Outpost,599,1826
Ch'unchuan,56.0625,-98.3125,102.34375,2169,Laird Vision,Mining Outpost,10878,8521
Miriwung Mu,91.34375,77.6875,6.46875,67801,Sei Terminal,Coriolis Starport,39197,27973
Ethwain,-24.46875,131.1875,36.28125,5755854,Gallimaufry,Coriolis Starport,117,61552
Epomalinii,-161.34375,44.625,1.53125,9058,Szentmartony Enterprise,Civilian Outpost,399,26619
Haras,-154.40625,-10.0625,3.4375,2235,Zahn Colony,Industrial Outpost,4798,9376
Callerni,95.40625,-164.59375,126.375,4725,Sandage Terminal,Commercial Outpost,2146,6596
G 69-11,-45.34375,-32.09375,-26.5,616411,Lichtenberg Dock,Ocellus Starport,867,44149
HIP 92742,35.125,-46.75,105.4375,6605124,Carnera Base,Mining Outpost,2494,11449
Mantunt,141.5625,-17.875,40.53125,1456,Parise Gateway,Ocellus Starport,213,6984
Frigh,-59.125,-2.78125,169.28125,1851,Jaufurally Orbital,Orbis Starport,1069,24271
Gciri,136.96875,-124.15625,57.90625,23951,Efremov Prospect,Civilian Outpost,7,2706
Tukatjanino,39.28125,33.15625,97.65625,3766,Carleson Hub,Mining Outpost,3289,19315
Ewe,-108.875,9.8125,43.0625,1386,McCaffrey Freeport,Civilian Outpost,1010,21544
Bwgcollowah,134.375,-122.1875,38.3125,73477,Seyfert Port,Ocellus Starport,311,6928
Guan Zaihe,-53.4375,-39.6875,-125.5,2357667,Abetti Platform,Coriolis Starport,40,75826
HIP 73428,37.5625,91.53125,121.53125,4337,Cook Depot,Industrial Outpost,3934,20840
Liu Xuan De,173.90625,-188.1875,39.03125,8287,Bounds Horizons,Orbis Starport,1401,36218
Choth,-35.53125,12.4375,101.9375,2260549,Bergerac Mine,Industrial Outpost,22,73724
Cocoria,-40.46875,-115.5,-42.71875,3009,Nylund Beacon,Mining Outpost,42621,41770
LTT 2581,67.59375,-27.875,-21.90625,24292,Peano Landing,Mining Outpost,10,63718
Kites,27.78125,-206.59375,-43.75,2378,Payette Ring,Commercial Outpost,333064,56391
Gliese 4328,-82.84375,-88.1875,1.46875,1329,Runco Hub,Orbis Starport,301,73888
Enawar,-63.75,-78.65625,86.28125,7968339,Copernicus Port,Industrial Outpost,17,12943
LHS 262,-6.90625,22.875,-23.8125,17343115,Derekas Horizons,Coriolis Starport,1235,4663
Han Xiang,90.8125,-79.25,6.34375,4255845,Wisoff Port,Industrial Outpost,2193,52358
Redong Goab,44.78125,44.4375,90.5625,19783,Low Terminal,Coriolis Starport,1693,37961
Cadu Kunus,-128.59375,128.21875,7.09375,8393,Aksyonov Terminal,Civilian Outpost,968,67059
Formorians,-30.75,-32.78125,68.46875,29679,Lazarev Settlement,Civilian Outpost,398,1062
HIP 50274,124.46875,-43.8125,58.4375,258088,Hamilton Hub,Orbis Starport,469,7009
Dulla,-7.28125,60.4375,60.625,1542,Kube-McDowell Dock,Ocellus Starport,325,75184
Chinovane,140.25,-165.84375,80.625,2133,Shinn City,Orbis Starport,203,7688
Ese Aibe,42.59375,38.46875,-127.4375,48467,Buchli Enterprise,Orbis Starport,653,13953
Gamma Hydri,159.5625,-131.5625,55,2998,Moore Gateway,Orbis Starport,684,52160
Rishalu,18.625,-32.25,59.4375,2106,Shaw Ring,Ocellus Starport,320,69975
Hannos,-62.34375,-121.21875,-60.46875,1143,Crown Colony,Industrial Outpost,174,5010
Djiratians,124.9375,-138.5,64.09375,3409,Stephenson Horizons,Coriolis Starport,447,810
Capa,60.75,48.65625,-174.53125,1578211,Muller Terminal,Coriolis Starport,30,9427
Brynhilo,-122.0625,-12,39.71875,1365016,Bresnik Port,Coriolis Starport,95,67845
CD-44 224,38.375,-154.90625,23.4375,15595248,Feoktistov Terminal,Coriolis Starport,77,25493
Nulili,7.625,116.59375,57,1835,Lanier Terminal,Coriolis Starport,99,7329
GD 69,-12.4375,5.375,-60.0625,2644,Runco Station,Commercial Outpost,1101,25932
Jimatch,145.8125,-178.90625,73.4375,3964,Kandel Dock,Industrial Outpost,2871,2849
HIP 95677,-61.53125,-52.34375,163.875,304584,Henderson Ring,Orbis Starport,390,19126
Chinga,132.21875,-138.78125,31.9375,2959,Smoot Station,Coriolis Starport,7,45343
Gommat,2.9375,8.59375,-19.53125,7310057,Sagan Dock,Industrial Outpost,627,16065
Gabihilota,-141.1875,-16.875,12.40625,1397109,Berezovoy Hub,Coriolis Starport,626,53952
Cao Yans,-74.03125,57,14.71875,3545751,Friedman Terminal,Coriolis Starport,21,71099
Eventina,-106.09375,-97.9375,101.90625,1593,Marconi Hangar,Industrial Outpost,65,15577
Fali,-130.59375,43.09375,-41.03125,1271,Kooi Gateway,Coriolis Starport,1968,45907
HIP 57059,139.8125,54.71875,49.4375,1111,McArthur Station,Civilian Outpost,337,42512
Gliese 9312,51.0625,106.34375,-68.25,13647,Harper Dock,Industrial Outpost,1142,59737
Fan Cechehe,-89.34375,-108.9375,51.84375,2844163,Feoktistov Colony,Coriolis Starport,6812,69937
Gcirithang,63.4375,-34.25,24.1875,2707,Waldrop Plant,Civilian Outpost,871,70362
Caris,-87.5,2.4375,51.875,13788,Seega Landing,Civilian Outpost,933,19350
Candra,-119.65625,-72.1875,57,949562,Hill Hub,Orbis Starport,458,7421
Wadjambaru,-109.21875,-3.25,45.6875,1518,Rothman Platform,Mining Outpost,16,74893
Sante,-59.25,76.4375,135.125,1359,Hirase Ring,Commercial Outpost,1452,35715
Rutumukuju,164.4375,-97.5625,112,7412,Cabana Station,Coriolis Starport,1898,25592
HIP 65775,-35.875,118.53125,-4.28125,17761,Grant Terminal,Scientific Outpost,192,57530
Gulians,24.09375,107.8125,-34.9375,15866,Qushji Gateway,Coriolis Starport,10465,39779
HIP 69050,-76.6875,172.53125,3.5,11444,Gotlieb Port,Coriolis Starport,324,75184
HR 3954,-36.28125,126.75,-100,1212,Pournelle Gateway,Coriolis Starport,758,66422
Lomoth,102.78125,-88.5625,-80.75,3672,Humphreys Enterprise,Civilian Outpost,426028,36028
Chapoyo,-100.375,34.46875,-40.09375,14090,Nicollet Terminal,Coriolis Starport,151,58583
Gunwingaa,-98.46875,26.21875,-19.8125,27334,Heyerdahl Horizons,Industrial Outpost,192,65867
HIP 2574,22.84375,-261.6875,33.125,4137,Snyder City,Industrial Outpost,137230,17863
Q'ero,16.125,-17.21875,173.03125,3811,Schouten City,Industrial Outpost,224,28938
Jafenhar,43.40625,-227.6875,19.53125,8215,Roosa Hub,Coriolis Starport,36,30584
Guarijio,51.03125,-238.78125,22.0625,4271,Wollheim Dock,Mining Outpost,34,64152
Lu Bei,111.4375,-60.9375,26.34375,2103,Smith Dock,Mining Outpost,430,11128
Gundiae,-129.40625,98.34375,30.9375,2908,Szilard Hub,Ocellus Starport,22,75218
Koira,137.0625,17.875,52.625,86846,Rawat Dock,Orbis Starport,357,6178
Cupera,32.65625,-204.5625,129.09375,4236,Thesiger Landing,Industrial Outpost,1315,41154
GCRV 6406,-54.25,80.71875,-68.875,6085286,Ashbrook Port,Coriolis Starport,6428,10065
Chorote,108.09375,-13.1875,-23.03125,22643,Fernandes de Queiros Ring,Industrial Outpost,5278,34003
HIP 83929,-108.84375,85.875,48.34375,6318,Fujikawa Dock,Mining Outpost,1827,40943
HIP 114477,35.96875,-145,75.4375,5140024,Xuanzang Ring,Coriolis Starport,1114,1026
Eriusas,54.53125,29.8125,172.5625,1186,Hunziker Station,Orbis Starport,782,42502
LHS 2691,-4.1875,65,3.21875,119827,Brorsen Vision,Mining Outpost,2122,449
Shebera,4.15625,-39.3125,-63.3125,2498,Pullman Terminal,Orbis Starport,42,36667
Gippsworld,81.46875,69.65625,36.03125,25000,Al-Khujandi Enterprise,Coriolis Starport,32,44978
GCRV 65163,-55.6875,93.28125,13.1875,21009,Andersson Ring,Commercial Outpost,1231,65344
Ratri,-11.53125,70,-26.75,17693945,Charlier Terminal,Industrial Outpost,54,22117
Gabjaujavas,-97.875,38.59375,37.34375,882080,Iben Dock,Mining Outpost,15,22117
Friggirawi,-112.21875,38.3125,-19.875,17764,Deslandres Installation,Civilian Outpost,10,18971
Grebinawair,108.0625,-74.84375,95.3125,2701,Hill Port,Industrial Outpost,5746,25958
Tepehured,160.25,-77.375,-22.5,2253,Chaudhary Hub,Coriolis Starport,51473,19615
Kebeghengi,-72.96875,54.78125,-21.15625,2427,van de Hulst Station,Civilian Outpost,1466,62403
e Geminorum,33.65625,11.5,-83.90625,1765,Ryazanski Station,Commercial Outpost,282,48922
Col 285 Sector QJ-Q d5-50,-146.59375,102.84375,67.375,593,Ziegel Reach,Planetary Settlement,20,3511
Djenne,15.375,-35.5,-88.875,2673,Stefanyshyn-Piper Station,Orbis Starport,5049,2182
Grebayeb,20.125,-2.71875,-152.875,3488,Garn Station,Commercial Outpost,849,8559
Nanapan,37.625,-200.96875,-11.09375,2381,Kirtley Platform,Industrial Outpost,21,7883
Djagho,-58.8125,-161.75,-20.375,189286,Knapp Dock,Orbis Starport,6,42511
Gudu,-114.9375,57.3125,6.25,3530032,Meredith Gateway,Orbis Starport,227493,6496
Chanyinyak,135.71875,-99.84375,-41.75,1480413,Mason Hub,Coriolis Starport,334,73608
Ix Chau,-84.9375,-82.0625,-115.125,1383,Born Hub,Commercial Outpost,1044,29613
Carughman,94.09375,81.40625,-45.5625,2968042,Hauck Orbital,Industrial Outpost,14,30038
Coelrind,3.0625,35.28125,6.96875,26748,Foster Research Lab,Scientific Outpost,173,1481
Vigr,-79.09375,-39.875,-28.25,22453,Cunningham City,Civilian Outpost,776,3274
Chnumandr,24.1875,-99.0625,-59.21875,1201,Glenn Horizons,Civilian Outpost,531,63518
Puiku,6.21875,-32.25,67.59375,1849671,Oefelein Refinery,Military Outpost,7,1795
Hernovacle,119.875,-153,72.65625,4000,Ciferri Dock,Civilian Outpost,4268,4353
LTT 6255,36.03125,32.375,98,37209,Nespoli Port,Civilian Outpost,5826,12280
Leschanatya,-134.875,12.40625,-74.59375,2836,Coye Horizons,Coriolis Starport,166,17896
CD-63 359,109.875,-35.125,12.375,1627,Bernoulli Gateway,Commercial Outpost,364,24490
Iadoitj,76.03125,-114.875,171.5625,2129,Fischer Station,Civilian Outpost,1976,5678
Vishvins,-3.3125,-12.71875,138.84375,1472,Gutierrez Hub,Coriolis Starport,884,18827
HIP 103620,23.75,-87.21875,97.0625,605906260,Bear Base,Civilian Outpost,612,43225
CD-24 10236,70,57.75,30.03125,30795,Lange Port,Orbis Starport,21,407
Reneru,-111.9375,-24.0625,106.71875,2086,Cook Dock,Industrial Outpost,1274,29917
Cava,76.40625,-31.71875,-128.1875,1638116,Alfven Orbital,Orbis Starport,185,13442
HIP 107175,-126.59375,-64.90625,39.5625,15631,Shargin Landing,Industrial Outpost,13,1641
Gyhlder,141.34375,-201.65625,119.90625,4228,Collins Port,Industrial Outpost,353,49631
Ross 529,4.71875,18.5625,56.40625,1412,Sinisalo Terminal,Coriolis Starport,1474,63787
HIP 115937,24.21875,-148.71875,61.96875,3737,Pimi Orbital,Civilian Outpost,283202,2942
Gamma Indi,48.4375,-152.8125,147.78125,5505,Hutton Terminal,Industrial Outpost,2302,28286
Lalande 15547,25.46875,32.125,-65.625,2500,Ericsson Camp,Civilian Outpost,1407,10221
Cile,135.3125,-179.21875,123.25,2302,Melnick Works,Industrial Outpost,1326,32873
Edinia,-39.59375,-38.09375,103.53125,18888,Cook Ring,Orbis Starport,698,44455
Thiini,-37.03125,-17.03125,-117.6875,1952,Gutierrez Port,Mining Outpost,49427,22241
LP 424-4,31.125,28.09375,-63.21875,23194,Sandage Port,Mining Outpost,74,36908
Grudevaci,22.40625,-77.96875,-29.71875,2754,Salpeter Vision,Mining Outpost,951,12480
Friguda,174.4375,-156.9375,100.15625,2103,Peters Port,Industrial Outpost,17,50536
Kanopi,59.96875,2.6875,-107.625,2822,Galle Station,Industrial Outpost,417,6525
HIP 18964,173.03125,-163.53125,9.0625,2471,Oramus Terminal,Unknown Starport,32914,1379
Kurra,46.03125,65.84375,116.53125,24521,Darboux Asylum,Industrial Outpost,1757,6931
Mundindja,140.75,75.8125,-63.9375,6085,Berezin Dock,Scientific Outpost,576,47592
GAT 2,-35.3125,17.71875,58.875,4509491,Goeschke Colony,Industrial Outpost,791,44117
Rugabung,51.25,22.5625,146.78125,2357,Wilder Gateway,Civilian Outpost,867,56682
Gitxsan,68.5,-72.53125,26.40625,6000594,Gold Station,Ocellus Starport,79,19633
Lubal,65.90625,-79.34375,-109.9375,13485,Payne-Gaposchkin Horizons,Scientific Outpost,260,32716
Halamaitu,125.96875,-104.5625,28.03125,4080,Konscak Colony,Civilian Outpost,3290,950
Srnja,-39.78125,98.1875,-121.625,6818,Barnaby Point,Industrial Outpost,929,75745
Lushai,-93.5,6.78125,91.96875,1222,Seki Hub,Industrial Outpost,20000,11597
HIP 101461,12.15625,-90.375,118.78125,40638,Stephenson Port,Coriolis Starport,37781,69636
Kpon,74.25,-224.34375,-38.96875,2672,Barnwell Prospect,Industrial Outpost,125,20854
CD-33 8748,46.21875,30.15625,33.15625,429492,Vela Dock,Coriolis Starport,731,6008
Tenmyo,-75.3125,166.1875,-36.21875,2693,Peterson Colony,Mining Outpost,16539,42241
Grovichun,72.90625,-112.375,59.46875,5403714,Lozino-Lozinskiy Station,Commercial Outpost,8022,74977
Lu Di,167.90625,-164.8125,76.25,5885,Kludze Landing,Industrial Outpost,347,9373
HIP 69028,-12.125,133.59375,45.71875,1785,Bisson Dock,Civilian Outpost,799,10420
Wondha Mu,47.65625,-33.96875,135.71875,4791,Leichhardt Landing,Commercial Outpost,1016,29180
HIP 37844,134.5625,23.875,-118.53125,20656,Culpeper Colony,Coriolis Starport,49,3124
DT Virginis,6.9375,35.03125,6.21875,49993,Elder Relay,Mining Outpost,8208,8266
CD-45 973,65.1875,-89.4375,1.53125,2632,Nye Port,Civilian Outpost,348,68290
HIP 86882,-99.28125,59.375,103.375,2187,Carter's Haven,Coriolis Starport,1295,25151
Cayu,33.5625,-261.5,35.25,1605,Lilienthal Port,Commercial Outpost,112,61909
Imhote,-16.96875,-75.4375,86.625,8781050801,Hill Tinsley Orbital,Orbis Starport,2291,39197
Chielas,-98.3125,64.34375,-47.40625,3404,He Landing,Civilian Outpost,798,73954
Lamgang,-122.21875,-5.9375,-34.15625,45694,Naddoddur Hub,Orbis Starport,129,20403
Forculus,-42.5625,-24.03125,76.71875,150000,Bombelli Port,Ocellus Starport,709,34196
HIP 54529,-121.40625,100.375,-89.78125,150,Naburimannu Station,Industrial Outpost,20,61481
Granthaimi,-52.71875,24.125,41.09375,48382,Tyurin Horizons,Coriolis Starport,299,53481
Shokwa,15.15625,-33.125,-41.0625,4808278,Virchow City,Coriolis Starport,1112,17800
Dyin,35.0625,-175.5625,-2.15625,4566530,Fernandes Port,Coriolis Starport,115,14984
Diaguan,-122.9375,-24.46875,-60.78125,2160,Hancock Refinery,Coriolis Starport,317,1355
HIP 12368,90.8125,-186.21875,-26.15625,12551,Elvstrom City,Civilian Outpost,22481,56519
HIP 8444,29.6875,-241.46875,-49.3125,3367,Bacon Enterprise,Industrial Outpost,72,74913
Gungkuni,99.90625,-22.71875,-46.21875,2953663,Crown Dock,Ocellus Starport,446,28811
Ross 931,80.46875,120.59375,24.53125,10517593,Wang Landing,Civilian Outpost,1174,66137
Pegasi Sector FL-X b1-3,-140.53125,-86.53125,-75.8125,386467,Nicollet Escape,Planetary Outpost,1785,34009
Lhan,56.15625,-16.34375,-42.65625,17962,Thesiger Port,Orbis Starport,270,24649
Wendigo,-91.09375,-138.8125,56.34375,4026,Hudson Ring,Coriolis Starport,12,32896
Col 285 Sector YK-O d6-109,-5.28125,-8.09375,173.34375,402907,Nikolayev Works,Industrial Outpost,462,11566
HIP 112522,-106.75,-124.90625,31.4375,34001,Johnson City,Industrial Outpost,34252,40572
Gooheimar,-16.21875,-36.3125,-17.09375,2399943,Euclid Dock,Industrial Outpost,778,15158
LTT 2771,140.6875,-60.6875,21.9375,2500,Hulse Mines,Mining Outpost,6,74422
Tariansa,150.25,-138.96875,89.78125,3939,Maanen Dock,Coriolis Starport,5627,4003
Shakar,-87.375,4.9375,-91.21875,1650,Pryor Gateway,Orbis Starport,7407,23871
Dilgariang,32.84375,-47.5625,-72.90625,20592,Popovich Hub,Orbis Starport,585,68978
Chonost,13.40625,-18.125,-81.28125,5121076,Walker Port,Coriolis Starport,248,29205
Onuro,111.4375,-214.46875,88.5625,2574,Fox Terminal,Civilian Outpost,438,57088
Toromona,-40.1875,33.75,24.9375,2531972,Carson Terminal,Coriolis Starport,186,43154
CR Draconis,-48.3125,46.15625,4.46875,14430738,Eisenstein Dock,Military Outpost,169,1355
HIP 75218,-134.875,130.03125,-36.46875,9518,Kratman City,Civilian Outpost,1642,74336
Epsilon Ceti,5.78125,-76.21875,-43.96875,15076951,Lippisch Landing,Coriolis Starport,4209,37139
