system_name,x,y,z,population,stations_name,stations_type,stations_distance_to_star,Stations_controlling_minor_faction_id,stations_allegiance
Corngi,-0.1875,-134.8125,118.90625,3851,Samokutyayev Dock,Coriolis Starport,2140,Federation,Independent FK5 2550 Resistance 
Gugulukunn,-56.125,145.03125,85.40625,2167,Maxwell Gateway,Industrial Outpost,1299,Federation,Labour of Mannodava 
Li Nones,-19.21875,-88.53125,134.75,1601258,Amano Beacon,Industrial Outpost,2120,Empire,Ordonner Industry 
Guttunthur,-57.03125,84,-91.3125,24969,Maddox Dock,Commercial Outpost,2514,Independent,Andrungarri Jet Legal Partners 
Hosakab,-59.96875,-83.625,-117.59375,15030,Forrester Station,Civilian Outpost,11,Federation,Yorua Crimson Major Commodities 
Holva,58.6875,-170.96875,-41.96875,1980471,Fabricius Vision,Coriolis Starport,459,Empire,Yaso Kondi Empire Consulate 
Can Nik,-153.90625,32.46875,-53.71875,1375,Feynman Terminal,Civilian Outpost,2058,Independent,Delta Squadron 
Pate,-74.40625,-83.28125,-118.28125,27060,Bouch Port,Mining Outpost,78,Federation,DON 680 Ltd 
Gers,151.5,10.84375,32.84375,161810,Huxley Dock,Coriolis Starport,857,Federation,Ross 163 Liberals 
Tsimaskara,-7.40625,32.40625,68.1875,29192,Fischer Dock,Coriolis Starport,878,Empire,Beara Patrons of Law 
Cambo,101.875,-130.125,143.28125,3862870,Haller Installation,Civilian Outpost,530,Federation,Abrogo Partnership 
Conian,-105.6875,-17.59375,117.65625,985,Clifford Horizons,Industrial Outpost,448,Independent,Killke Jet Comms Exchange 
Chuvaleni,49.5,-5.15625,67.625,2428,Mullane Terminal,Coriolis Starport,21,Federation,AC +26 37030 Confederacy 
Cliocassi,62.125,-96.3125,162.375,4691,Garn Terminal,Commercial Outpost,447,Federation,AEF Legion of LFT 133 
Igorodimos,-13.78125,-20.4375,96.21875,3419821,Darnielle Colony,Industrial Outpost,12,Independent,Iveri Silver Bridge Corp. 
Gliese 9407,105.78125,73.65625,56.34375,2048,Kopal Dock,Coriolis Starport,657,Empire,LTT 8750 Empire Group 
Gliese 9468,113.40625,-1.15625,103.9375,134408,Jones Estate,Orbis Starport,11,Federation,Kruger 60 Free 
Chang Kuo Lao,-77.34375,-15.1875,116.5625,3121,Fiennes Enterprise,Coriolis Starport,2084,Independent,New Excessis Conservatives 
Pintec,56.25,-181.5625,-86.90625,4609,Thiele Camp,Industrial Outpost,450,Empire,Thule Empire League 
Gorynich,-61.5,-90.46875,132.25,2351,Parise Terminal,Industrial Outpost,438426,Federation,Independent 57 Zeta Serpentis Resistance 
Choerii,-83.6875,3.3125,138.4375,1623,Dedekind Beacon,Civilian Outpost,1010,Independent,Muro Independents 
Buluwai,10.53125,-28.40625,111.78125,1571602,Horowitz Hub,Coriolis Starport,11,Federation,Mannodava Central Commodities 
Cariaya,-83.90625,-33.5625,86.4375,1896,Patrick Terminal,Orbis Starport,392,Independent,Traditional Dajoar Movement 
Nokonda,-117.15625,-78.1875,-39.84375,13865,Grimwood Colony,Industrial Outpost,41,Alliance,Xolotl & Co 
Eskit,-153.0625,6.34375,50.9375,3919,Burnell Station,Civilian Outpost,363,Federation,Sol Workers' Party 
Etz'nama,155.25,-14.28125,-61.84375,2143,Arrhenius Point,Industrial Outpost,1306,Independent,Marquis du Bembarriosk 
Bylli,161.75,-66.46875,31.25,4032,Anning Port,Coriolis Starport,569,Federation,LHS 1681 Confederacy 
Dhar,149.46875,76.96875,32.1875,3781,Shepherd Dock,Orbis Starport,107,Empire,Kugay Interstellar 
Macu Ku,145.78125,-124.875,-41.6875,2374,Regiomontanus Enterprise,Civilian Outpost,1316,Independent,Hand Gang of Nkanu 
HIP 101852,-84.96875,-62.65625,94.21875,19060,Chongzhi City,Civilian Outpost,3960,Independent,Balmung Interstellar 
Duc Babal,143.375,-192.375,-31.96875,2165,Kovalyonok Port,Coriolis Starport,383,Independent,Allied Limapa Conservatives 
Frigenses,116.03125,44,58.71875,1899,Herreshoff Platform,Industrial Outpost,1794,Independent,Rusamai Prison Colony 
Irantxe,-53.1875,-149.4375,71.5625,1547,Filipchenko Gateway,Ocellus Starport,27,Independent,Law Party of Chongguls 
Domawilata,100.6875,-120.3125,142.15625,2818,Vogel Port,Industrial Outpost,17,Empire,Kured Empire Assembly 
Haoko,100.5625,-181.78125,31.4375,2923,Vernadsky City,Orbis Starport,2441,Federation,72 Ophiuchi Allied Ltd 
Esumaramuxa,83.8125,-84.5,133.9375,3181,Alphonsi Orbital,Coriolis Starport,39,Empire,Kelish Citizens' Forum 
Ross 156,-25.40625,-22.15625,107.5,3000,Hoffman Mines,Mining Outpost,238,Independent,Dominion of HIP 82964 
Thosa,-34.8125,-96.78125,-123.78125,1617,White Port,Industrial Outpost,1612,Federation,Revolutionary Party of HIP 40977 
Dyaus,41.09375,-182.6875,4.78125,3028,Priestley Colony,Civilian Outpost,454,Federation,LAWD 8 Major Corp. 
Ekonii,28.625,-236.71875,79.03125,1894,Reinhold Hub,Industrial Outpost,1404,Empire,East India Company 
Gollobo,6.6875,0.5625,-123.34375,2951483,Schroter Colony,Industrial Outpost,237,Empire,Argen Empire Group 
Gungassa,-15.0625,123.96875,-105.375,2541,Herrington Dock,Industrial Outpost,112,Federation,Movement for LP 282-7 Resistance 
Draunetes,-39.71875,-77.3125,-141.6875,1275,Shepard Port,Orbis Starport,146,Independent,Brazilian Armada X 
Chu Jona,-75.0625,94.875,-57.40625,1610,Bahcall Refinery,Industrial Outpost,24,Empire,Yu Shou Life Corp. 
Har Pa Chiu,-109.875,101.03125,56.84375,14495,Leibniz Dock,Ocellus Starport,143,Independent,Defence Party of Ac Yax Baru 
Chelka,-114.375,61.90625,-77.25,1438,Ramsbottom Port,Coriolis Starport,252,Independent,Comanga Universal Co 
Dudugara,-107.8125,-59.21875,-101.96875,1323,Burnet Hub,Ocellus Starport,7,Federation,Shokwa Liberals 
Cotiges,-107.8125,-68.09375,52.9375,1246,Lorenz Works,Industrial Outpost,10,Independent,Lahua Silver Mafia 
Heru,-151.90625,-44.5625,14.75,1302,Nelder City,Commercial Outpost,2371,Federation,Ross 411 Network 
Tzotz,-134.96875,-6.78125,-16.625,3391,Aleksandrov Gateway,Civilian Outpost,2272,Independent,Aramorans State Ltd 
Cuicaure,-101.59375,-98.9375,-2.34375,1858,Volta Camp,Industrial Outpost,476,Federation,Hun Ti Solutions 
LFT 1425,-64.65625,20.5,36,568171763,Stephenson Mine,Industrial Outpost,8,Independent,Integrated Rathawa 
Caduwar,139.84375,-104.875,95.3125,1794,Whitworth Dock,Civilian Outpost,78,Federation,Dvoruba Life Systems 
Buryang,118.8125,37.9375,-99.625,2306954,Pinto Ring,Orbis Starport,301,Independent,Dreadful Nomads 
Njoerd,126.84375,-13.28125,75.71875,29064,Sargent Vision,Mining Outpost,7881,Independent,Dragons of Ao Ch'an 
Ch'i,110.0625,-216.46875,102.46875,2110,Parker Dock,Coriolis Starport,17,Federation,Union of BD-04 797 Liberals 
Draualang,91.1875,65.15625,-38.40625,1682,Hasse Horizons,Scientific Outpost,1255,Federation,Labour of Seleru Bao 
Gandin,36.5625,80.59375,-139.375,11560,Johnson Port,Mining Outpost,693,Empire,Abe Major Partners 
Garudhumir,45.6875,1.4375,159.40625,1258,Asire Dock,Orbis Starport,295,Independent,The Sovereign Justice Collective 
HIP 53509,107.78125,82.875,-2.78125,6837471,Stevens Gateway,Orbis Starport,74,Federation,LTT 5990 Crimson Life Industries 
Targamu,-6.78125,-137.34375,-11.65625,2167,Gantt Gateway,Orbis Starport,523,Federation,Elivagar for Equality 
Segou,-113.25,23.90625,59.96875,1523,Bosch Station,Orbis Starport,350,Federation,V2578 Ophiuchii Silver Public 
Tphene,-94.28125,-39.21875,67.25,1340,Redi Base,Mining Outpost,382,Federation,Values Party of Sietynas 
Dain,-43.8125,-67.5,91.53125,1117,RenenBellot Terminal,Industrial Outpost,3009,Alliance,Lalande 27055 Silver State Int 
Bugua,-63.125,-62.78125,-122.59375,2062,al-Khowarizmi Terminal,Commercial Outpost,229,Federation,Holda Confederation 
Kalvante,118.78125,-162.8125,-13.96875,3545225,Sorayama Station,Orbis Starport,445,Independent,People's Kotian Future 
I Puppis,65.71875,-19.09375,-14.09375,3724136,Shinjo Terminal,Civilian Outpost,215416,Independent,Gunapiti Fortune Group 
Dhakya,-127.625,-100.0625,41.53125,4205,Kapp Hub,Civilian Outpost,766,Independent,Defence Party of Pisaly 
Ross 750,-110.1875,-9.96875,94.375,9007448,Sopwith Orbital,Civilian Outpost,143,Empire,Heimrita Patrons of Law 
Mbayaksas,182.53125,-147.625,61.1875,2039,Thompson Installation,Civilian Outpost,113,Federation,People's Jaradharre for Equality 
Mumba,82.34375,170.5,-94.875,2613,Boltzmann Hangar,Civilian Outpost,14,Independent,G 30-26 Ltd 
Cerry,100.9375,20.0625,-102.40625,13862,Kaku City,Orbis Starport,643,Federation,Ovimbiabas Federal League 
Sokoq,-18.6875,37.15625,80.28125,1852,Cooper Relay,Industrial Outpost,186,Federation,Meche United Co 
HIP 96487,110.78125,-112.65625,163.40625,16907,Phillips Mines,Industrial Outpost,20,Alliance,Kachatrimih Jet General Exchange 
Carpulia,-147.28125,28.4375,36.03125,154264,Herzfeld Enterprise,Civilian Outpost,1194,Federation,Crimson Transport Corporation 
LHS 2813,48.0625,9.40625,43.0625,442540,Dawes Orbital,Coriolis Starport,464272,Empire,Kremovi Patrons of Law 
Tirada,-56.09375,55.25,-43.09375,28080,Searfoss Horizons,Coriolis Starport,12,Federation,Eledas Bridge & Co 
Crom,53.0625,-17.34375,8.46875,15000,Serebrov Hub,Industrial Outpost,805,Federation,Palee Progressive Party 
Ross 1028b,-6.78125,66,44.65625,28939,Karlsefni Dock,Orbis Starport,5263,Independent,Revolutionary HR 8792 Liberals 
Gridii,-80.15625,-91.9375,-19.34375,1919251,Savitskaya Station,Civilian Outpost,639,Independent,Aiabiko Company 
Coelaba,-60.375,79.5625,-100.84375,1618805,Shaikh Dock,Ocellus Starport,3180,Alliance,Alioth Independents 
Vanayeb Hua,-31.59375,152.59375,-43.84375,3457,Dowling Depot,Civilian Outpost,18350,Independent,Kao Kach Purple Energy PLC 
Chinataxo,-143.6875,19.34375,61.8125,1394,Pennington Vision,Civilian Outpost,12493,Federation,Belgae Transport Group 
Charao,72.78125,2.84375,-144.0625,20456,Prunariu Laboratory,Commercial Outpost,894,Independent,Civitas Dei 
Freyan,132.71875,-40.5625,6.71875,42710,Aguirre Orbital,Orbis Starport,215,Federation,Ba Bao Silver Life Solutions 
Kalibia,128.34375,-14.15625,59,286018699,Watts Ring,Orbis Starport,493,Independent,Future of Mutj 
Caerete,31.34375,-34.375,135.78125,1537,Muller Station,Coriolis Starport,524,Empire,Nerthus Citizens of Tradition 
Cowiskimo,162.71875,48.8125,15.53125,133805,Baillaud Dock,Coriolis Starport,1908,Empire,Gliese 58 Inc 
Har Ibori,135.25,-36.8125,-36.34375,2619,Culbertson Port,Coriolis Starport,1557,Federation,AC +26 37030 Confederacy 
Damontae,134.0625,-35.09375,-8.96875,3025740,Kendrick Platform,Civilian Outpost,1318,Independent,V1285 Aquilae Nobles 
Coriosolite,-134.09375,-34.75,-93.375,1365,Biggle Station,Industrial Outpost,661,Federation,Confederacy of Marrenses 
HIP 18402,119.34375,-139.6875,-31.34375,2251,Levchenko Dock,Civilian Outpost,1416,Federation,Revolutionary HIP 23395 Resistance 
Pegasi Sector BQ-Y d100,-160.3125,-81.09375,-68.6875,40,Conway Port,Industrial Outpost,639,Independent,Blue Electronics Holdings 
Bulkuq,143.125,-87.3125,-7.78125,4720244,Song Plant,Industrial Outpost,709,Federation,Gendalla Interstellar 
Estarna,148.84375,-194.28125,106.375,1782,Fermi Landing,Civilian Outpost,2769,Federation,Mikir Comms Corp. 
Malina,-48.1875,23,14.40625,422924,Rees Station,Civilian Outpost,178,Empire,Huai Hait Creative Incorporated 
Gudus,115.59375,-78.84375,-50.3125,2200,Selye Plant,Industrial Outpost,3694,Independent,Teaka Elite Altruists Bagging Cooperative 
HIP 24019,-10.09375,-20.09375,-177.03125,1518,Lind Station,Commercial Outpost,29,Federation,Workers of Jitabed Liberals 
Robole,-100.5,62.96875,40.59375,2596306,Eratosthenes Hub,Scientific Outpost,59,Federation,Union of Kachian Progressive Party 
Dangkhurs,118.34375,-222.84375,-21.125,4096,Rae Terminal,Commercial Outpost,1121,Federation,LDS 883 Gold Galactic Services 
Choere,106.375,115.6875,-17.25,1211,Eisinga Terminal,Orbis Starport,414,Empire,King Gorgoth's Monarchy 
Jangu,116.9375,87.65625,-16.75,7653,Howe Port,Civilian Outpost,94,Independent,HIP 93119 Constitution Party 
Can Hut,83.34375,67.46875,-126.21875,1402,Laing Freeport,Mining Outpost,1924,Independent,HIP 86419 Clan 
Morten-Marte,81.875,36.875,47.53125,1500000,Schmitt Camp,Mining Outpost,242,Federation,Waribe Purple Legal Network 
Dakshey,-91.6875,-51.25,-95.34375,1486,Laurent Orbital,Scientific Outpost,370,Independent,Defence Force of LHS 1122 
Nerviri,43.5,-150.9375,-55.28125,2733,Tanner Prospect,Civilian Outpost,395,Federation,Umaitis Crimson United Inc 
Etznab Yu,60.875,-202.375,121.1875,4064,Kuipers Refinery,Industrial Outpost,962,Independent,Marquis du Bembarriosk 
Konbudo,31.625,-6.75,171.09375,1251,Lysenko Relay,Industrial Outpost,13,Independent,Jukarisagi Dynasty 
Di Kian,33.0625,158.375,-59.84375,1086,Stromgren Mines,Mining Outpost,301,Empire,Prismatic Knights 
HIP 106442,119.34375,-127.8125,126.28125,106540,Pennington Port,Coriolis Starport,4220,Empire,Bharaba Empire Group 
Caripurunma,31.84375,-146.375,-69.625,1926,Griffiths Horizons,Coriolis Starport,829,Independent,Manic Preachers 
Chapsugs,97.84375,-1.8125,-123,2577,Stott City,Orbis Starport,1056,Federation,Hanggardi Partners 
HIP 3643,22.3125,-181.875,16.3125,42381,O'Donnell Gateway,Scientific Outpost,650,Federation,Wolf 54 Natural Limited 
Chipibogi,1.4375,-4.65625,-124.125,21358,Bursch Terminal,Orbis Starport,456,Federation,Warnates Free 
Laksmii,-35.84375,-121.125,-63.46875,4204,Vuia Survey,Coriolis Starport,834,Independent,Sacra Oculus 
Dabalngas,-20.03125,160.6875,-51.21875,1671,Foreman Gateway,Coriolis Starport,154,Federation,People's Huichi Resistance 
Diakas,-20.96875,76,-97.625,19235,Hill Estate,Industrial Outpost,72,Empire,Popo Rung Empire Pact 
Gadagese,-43.84375,145.09375,19.1875,6648,Wilson City,Industrial Outpost,78,Independent,Noblemen of Ayoresi 
Chingpho,170.75,-103.375,6.15625,3955,Aitken Vision,Commercial Outpost,368,Empire,East India Company 
Can Zu,-40.53125,-11.375,141.1875,1460,Schneider Relay,Coriolis Starport,261,Independent,Hutton Orbital Truckers Co-Operative 
Ngola,-38.125,-146.0625,25.84375,2921659,Lichtenberg Depot,Industrial Outpost,299,Independent,Union of HIP 91507 Confederacy 
Guanatamas,-52.34375,40.3125,-114.4375,3325,Stokes Terminal,Civilian Outpost,17545,Independent,Social Tau Ophiuchii Revolutionary Party 
Gugu,-77.4375,91.5,-61.21875,2882290,Tucker Colony,Coriolis Starport,1014,Independent,Independent Gunnus Partnership 
HIP 81998,-65.03125,74.25,77.34375,2387600,Galiano Principality,Coriolis Starport,504,Independent,Civitas Dei 
Damovik,-122.125,-127.09375,15.375,7616,Chretien Colony,Civilian Outpost,376,Federation,LHS 531 Energy Exchange 
Fan Naom,-136.3125,107.53125,4.0625,1199,Ruppelt Station,Industrial Outpost,526,Empire,Synteini Industries 
HIP 22373,86.96875,-88.21875,-74.3125,2927003,Hickam Hub,Orbis Starport,380,Empire,Indrachit Empire Consulate 
Gerthel,130.28125,-20.8125,-2.4375,2431,Nikolayev Terminal,Coriolis Starport,849,Federation,Values Party of Tau Bootis 
HIP 64957,146.53125,29.625,112.53125,2707,Rothfuss Mines,Industrial Outpost,1166,Independent,Dedalo Corp. Interstellar 
Gaantenoi,88.1875,30.3125,103.03125,2186,Gantt Station,Coriolis Starport,1177,Federation,15 Geminorum Democrats 
Nyokomici,-115.15625,19.21875,103.6875,2063531,von Zach Station,Coriolis Starport,17,Independent,Social HIP 103390 Green Party 
Cimicusha,137.3125,-65.59375,-85.71875,4109,Panshin Hub,Coriolis Starport,22,Independent,EG Union 
Viducasses,-54.3125,78.5,-72.125,1397,Janes Dock,Orbis Starport,70,Independent,United Tougeir Liberty Party 
Ebandii,124.5625,-101.28125,-67.9375,40018,Polya Gateway,Industrial Outpost,3097,Alliance,HIP 63048 Galactic Commodities 
Zeta-1 Reticuli,26.25,-28.78125,4.0625,2416,Kizim Terminal,Ocellus Starport,1161,Federation,Penab Advanced Corporation 
Guanomo,24,-101.65625,-142.84375,4896,Rae Enterprise,Industrial Outpost,2385,Federation,Algorab Electronics & Co 
Djirupatha,-7.28125,70.53125,-135.25,1662,Qureshi Hub,Coriolis Starport,7769,Empire,The 9th Legion 
Bumba,-88.28125,59.65625,-92.4375,15143,Voss Dock,Coriolis Starport,178631,Federation,68 Eridani Crimson Energy Ltd 
Nedos,-72.71875,-43.21875,-24.40625,2719285,Jacquard Hub,Coriolis Starport,23,Federation,Democrats of Wolf 555 
Chieh,162.4375,-123.9375,99.5,2148,Quinn Gateway,Orbis Starport,371,Federation,Idununn PLC 
Dievantja,160.9375,-119.375,79.84375,2420,Morrow Hub,Civilian Outpost,1401,Independent,EG Union 
Lopocareni,-96.71875,-67,115.5625,6537,Boodt Dock,Ocellus Starport,120461,Federation,Kairos Gold Vision Holdings 
Gabriguri,173.21875,0.84375,48.25,136025,Zelazny Colony,Civilian Outpost,1492,Empire,Koshas Silver Comms PLC 
HIP 81755,-132.03125,104.4375,-10.3125,879,Poncelet Port,Orbis Starport,68392,Independent,United Fintamkina Left Party 
Bukurnabal,-46.5625,100.78125,32.5625,574542111,Younghusband Orbital,Ocellus Starport,422,Independent,Delta Squadron 
Chuj,-83.875,41.5,-156.28125,2709,Sladek Ring,Coriolis Starport,578,Independent,Dedalo Corp. Interstellar 
Gally Bese,128.78125,-44.1875,0.5625,63180,Cayley Dock,Civilian Outpost,832,Federation,Idununn PLC 
HIP 69457,149.3125,-45.75,118.40625,184398,Wisniewski-Snerg Landing,Mining Outpost,1537,Independent,Olela Silver Crew 
Njulan,-89.625,47.25,50.59375,19923,Grimwood Colony,Civilian Outpost,718,Independent,HIP 114683 Solutions 
Hengubu,-5.8125,-119.9375,-92.3125,941,Ejeta Gateway,Coriolis Starport,310,Federation,Andhi Liberals 
Cotine,154.59375,40.125,55.71875,14254,Otomo Gateway,Industrial Outpost,773,Empire,Theta Pavonis Patron's Principles 
Motintana,125.0625,-166.65625,-59.5625,4632,Hafner Enterprise,Industrial Outpost,99,Independent,Worker's Party of Uadjamat 
Clayagro,18.875,42.65625,-151.78125,6130,Waldrop Gateway,Orbis Starport,25,Federation,LHS 2310 Travel Exchange 
Gongang,56.71875,18.46875,141.09375,2578,Kepler Hub,Scientific Outpost,1943,Federation,LHS 2948 Liberals 
Coniaci,174.71875,-155.625,114.34375,1745,Collins Dock,Civilian Outpost,228,Federation,Brutas Crimson Netcoms Corp. 
HIP 105511,151.1875,-119.5,123.5,81974,Fairey Vision,Civilian Outpost,576,Empire,Belalans Patron's Principles 
Picaure,116.375,-44.25,-39.03125,1709,Bacon Market,Orbis Starport,2673,Federation,Revolutionary Party of Ngugira 
Wolf 1449,17.96875,-14.15625,-35.8125,44908,Leopold Heckmann Port,Industrial Outpost,77,Empire,Ehlanda Citizens of Tradition 
Cabrigenses,77.71875,-56.84375,-158.46875,14849,Scithers Terminal,Coriolis Starport,1519,Empire,HR 8031 Patrons of Law 
Mahei,41.21875,-97.96875,-0.59375,65256,Yano Terminal,Coriolis Starport,490,Alliance,Movement for Oduwaid Fo Labour 
Gaarnakuruk,89.40625,-256,50.40625,4305,Kaleri Market,Industrial Outpost,172562,Federation,16 Cygni Liberals 
Haushu,88.4375,-50.40625,-128.0625,2291,Narita Gateway,Industrial Outpost,220,Independent,Ajabon PLC 
Kraua,15.75,-122.59375,-118.125,2452,McIntosh Terminal,Orbis Starport,19,Empire,Jeterait Bridge Interstellar 
HIP 107397,34.0625,-165.5,142.875,5734367,Gurragchaa Holdings,Industrial Outpost,1606,Independent,Blata Co-operative 
Goplatrugba,-154.4375,49.1875,-46.25,36714,Ramanujan Dock,Mining Outpost,92928,Independent,EXO 
Ghara,-0.84375,25.71875,140.375,106203430,Hardwick Installation,Industrial Outpost,243,Independent,Nagii Union 
Candi,101.9375,-74.6875,-82.5625,22378,Read Gateway,Civilian Outpost,309,Independent,Crimson State Group 
Caspian,20.90625,-81.375,-103.34375,30238,Cheli Station,Coriolis Starport,284,Federation,Mufrid Democrats 
Prom,-10.9375,79.59375,140.59375,49786,Bothezat Ring,Civilian Outpost,14073,Empire,Dyavareldi Imperial Society 
Caspataya,41.71875,-179.09375,-7.8125,3204,Tolstoi Landing,Civilian Outpost,8,Federation,Union of V740 Cassiopeiae Future 
Diabingo,15.3125,-142.875,152.125,1331,Vancouver Gateway,Coriolis Starport,216,Empire,Ida Dhor Citizens' Forum 
Elbiones,156,-37.53125,-39.90625,3408,Jensen Orbital,Industrial Outpost,154,Alliance,HIP 63048 Galactic Commodities 
HIP 110291,-186.8125,-29.5,-26.53125,2781,Noether Dock,Industrial Outpost,1903,Empire,CD-51 2650 Guardians 
LTT 11503,-10.5,-13,-70.5625,2392,Behring Ring,Industrial Outpost,1308,Independent,Remines Crimson Federal Industry 
HIP 32916,-10.4375,44.46875,-136.84375,43834,Gamow Hub,Coriolis Starport,2279,Alliance,Wolf 406 Transport & Co 
Dahaes,88.90625,-192.59375,111.21875,4502918,Phillips Arena,Civilian Outpost,1680,Federation,GAT 2 Exchange 
